  0.3218400E+06   0.1056440E+51   0.1077030E+51 5600
  0.3180000E+06   0.9641300E+50   0.1032240E+51 5640
  0.7871200E+05   0.4102540E+51   0.5437500E+51 5800
  0.7281400E+05   0.4666360E+51   0.6259920E+51 5840
  0.4636100E+05   0.3686610E+51   0.4399400E+51 6000
  0.3763300E+05   0.3835360E+51   0.4529820E+51 6020
  0.3042500E+05   0.4127240E+51   0.4861090E+51 6040
  0.1963000E+05   0.5059750E+51   0.6006840E+51 6080
  0.1573000E+05   0.5710120E+51   0.6838480E+51 6100
  0.1260300E+05   0.6497560E+51   0.7867320E+51 6120
  0.1013900E+05   0.7428210E+51   0.9113940E+51 6140
  0.5223000E+04   0.1125330E+52   0.1448650E+52 6200
  0.4275400E+04   0.1299230E+52   0.1704810E+52 6220
  0.3538600E+04   0.1500020E+52   0.2007900E+52 6240
  0.2044600E+04   0.2285440E+52   0.3245400E+52 6300
  0.1823100E+04   0.2413880E+52   0.3446120E+52 6320
  0.1709200E+04   0.2404380E+52   0.3420480E+52 6340
  0.9995900E+03   0.3338890E+52   0.4971630E+52 6400
  0.7989700E+03   0.5004944E+52   0.7958654E+52 6420
  0.6408800E+03   0.6738360E+52   0.1117851E+53 6440
  0.4003500E+03   0.1096408E+53   0.1922022E+53 6500
  0.2833600E+03   0.1501062E+53   0.2712013E+53 6540
  0.1955200E+03   0.2045593E+53   0.3794920E+53 6580
  0.1588400E+03   0.2377005E+53   0.4464253E+53 6600
  0.1281300E+03   0.2755934E+53   0.5235730E+53 6620
  0.1041400E+03   0.3174703E+53   0.6095570E+53 6640
  0.5685900E+02   0.4827141E+53   0.9539311E+53 6700
  0.3979600E+02   0.6277572E+53   0.1267895E+54 6740
  0.2333800E+02   0.8878850E+53   0.1850963E+54 6800
  0.1662500E+02   0.1083140E+54   0.2306493E+54 6840
  0.9807000E+01   0.1441546E+54   0.3185795E+54 6900
  0.6802200E+01   0.1704383E+54   0.3860374E+54 6940
  0.3826700E+01   0.2107712E+54   0.4944579E+54 7000
  0.2505000E+01   0.2383775E+54   0.5721495E+54 7040
  0.1173900E+01   0.2777172E+54   0.6886712E+54 7100
  0.5896000E+00   0.3013720E+54   0.7637220E+54 7140
  0.1319700E+00   0.3215843E+54   0.8331490E+54 7200
  0.1317900E-01   0.3271955E+54   0.8545780E+54 7225
