  0.3218400E+06   0.1056937E+51   0.1156290E+51 5600
  0.3180000E+06   0.9652532E+50   0.1119705E+51 5640
  0.7871200E+05   0.4103407E+51   0.5889704E+51 5800
  0.7281400E+05   0.4666794E+51   0.6815932E+51 5840
  0.4636100E+05   0.3686652E+51   0.4758347E+51 6000
  0.3763300E+05   0.3835409E+51   0.4886847E+51 6020
  0.3042500E+05   0.4127308E+51   0.5234586E+51 6040
  0.1963000E+05   0.5059927E+51   0.6453412E+51 6080
  0.1573000E+05   0.5710428E+51   0.7342710E+51 6100
  0.1260300E+05   0.6498109E+51   0.8445123E+51 6120
  0.1013900E+05   0.7429212E+51   0.9785380E+51 6140
  0.5223000E+04   0.1125921E+52   0.1558689E+52 6200
  0.4275400E+04   0.1300503E+52   0.1837282E+52 6220
  0.3538600E+04   0.1503005E+52   0.2168846E+52 6240
  0.2044600E+04   0.2303940E+52   0.3538699E+52 6300
  0.1823100E+04   0.2445715E+52   0.3771412E+52 6320
  0.1709200E+04   0.2442746E+52   0.3744147E+52 6340
  0.9995900E+03   0.3383334E+52   0.5412378E+52 6400
  0.7989700E+03   0.4883847E+52   0.8230670E+52 6420
  0.6408800E+03   0.6910110E+52   0.1216719E+53 6440
  0.4003500E+03   0.1300343E+53   0.2489571E+53 6500
  0.2833600E+03   0.2087390E+53   0.4256110E+53 6540
  0.1955200E+03   0.2910779E+53   0.6204610E+53 6580
  0.1588400E+03   0.3442950E+53   0.7507410E+53 6600
  0.1281300E+03   0.4097340E+53   0.9145460E+53 6620
  0.1041400E+03   0.4925580E+53   0.1126712E+54 6640
  0.5685900E+02   0.9310260E+53   0.2322992E+54 6700
  0.3979600E+02   0.1477475E+54   0.3930273E+54 6740
  0.2333800E+02   0.3018980E+54   0.8813721E+54 6800
  0.1662500E+02   0.4709025E+54   0.1468150E+55 6840
  0.9807000E+01   0.9220731E+54   0.3164532E+55 6900
  0.6802200E+01   0.1565772E+55   0.5942537E+55 6940
  0.3826700E+01   0.2919701E+55   0.1202287E+56 7000
  0.2505000E+01   0.4312954E+55   0.1863426E+56 7040
  0.1173900E+01   0.7685572E+55   0.3565504E+56 7100
  0.5896000E+00   0.1127896E+56   0.5482848E+56 7140
  0.1319700E+00   0.1676828E+56   0.8573114E+56 7200
  0.1317900E-01   0.1934144E+56   0.1006946E+57 7225
