  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
    0.0500  0.10430E+45  0.52149E+43
    0.1000  0.20699E+45  0.20699E+44
    0.1500  0.30910E+45  0.46366E+44
    0.2000  0.74662E+45  0.14932E+45
    0.2500  0.16088E+46  0.40221E+45
    0.3000  0.24972E+46  0.74917E+45
    0.3500  0.37107E+46  0.12987E+46
    0.4000  0.54856E+46  0.21942E+46
    0.4500  0.76814E+46  0.34566E+46
    0.5000  0.10215E+47  0.51073E+46
    0.5500  0.13225E+47  0.72736E+46
    0.6000  0.16694E+47  0.10016E+47
    0.6500  0.20757E+47  0.13492E+47
    0.7000  0.25224E+47  0.17656E+47
    0.7500  0.30072E+47  0.22554E+47
    0.8000  0.35492E+47  0.28394E+47
    0.8500  0.41382E+47  0.35175E+47
    0.9000  0.47658E+47  0.42892E+47
    0.9500  0.54447E+47  0.51725E+47
    1.0000  0.61597E+47  0.61597E+47
    1.0500  0.69256E+47  0.72719E+47
    1.1000  0.77437E+47  0.85181E+47
    1.1500  0.86124E+47  0.99043E+47
    1.2000  0.95348E+47  0.11442E+48
    1.2500  0.10507E+48  0.13134E+48
    1.3000  0.11524E+48  0.14981E+48
    1.3500  0.12567E+48  0.16965E+48
    1.4000  0.13656E+48  0.19118E+48
    1.4500  0.14767E+48  0.21412E+48
    1.5000  0.15892E+48  0.23838E+48
    1.5500  0.17022E+48  0.26385E+48
    1.6000  0.18156E+48  0.29050E+48
    1.6500  0.19292E+48  0.31831E+48
    1.7000  0.20428E+48  0.34727E+48
    1.7500  0.21565E+48  0.37739E+48
    1.8000  0.22702E+48  0.40863E+48
    1.8500  0.23838E+48  0.44101E+48
    1.9000  0.24975E+48  0.47452E+48
    1.9500  0.26110E+48  0.50915E+48
    2.0000  0.27245E+48  0.54491E+48
    2.0500  0.28382E+48  0.58183E+48
    2.1000  0.29529E+48  0.62011E+48
    2.1500  0.30676E+48  0.65953E+48
    2.2000  0.31821E+48  0.70007E+48
    2.2500  0.32965E+48  0.74172E+48
    2.3000  0.34120E+48  0.78477E+48
    2.3500  0.35275E+48  0.82896E+48
    2.4000  0.36421E+48  0.87411E+48
    2.4500  0.37570E+48  0.92047E+48
    2.5000  0.38721E+48  0.96803E+48
