  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
    0.0500  0.16042E+45  0.80208E+43
    0.1000  0.31838E+45  0.31838E+44
    0.1500  0.48201E+45  0.72302E+44
    0.2000  0.11491E+46  0.22982E+45
    0.2500  0.24475E+46  0.61187E+45
    0.3000  0.38059E+46  0.11418E+46
    0.3500  0.56139E+46  0.19649E+46
    0.4000  0.82779E+46  0.33112E+46
    0.4500  0.11580E+47  0.52110E+46
    0.5000  0.15357E+47  0.76783E+46
    0.5500  0.19793E+47  0.10886E+47
    0.6000  0.24957E+47  0.14974E+47
    0.6500  0.30902E+47  0.20086E+47
    0.7000  0.37430E+47  0.26201E+47
    0.7500  0.44568E+47  0.33426E+47
    0.8000  0.52515E+47  0.42012E+47
    0.8500  0.61078E+47  0.51917E+47
    0.9000  0.70198E+47  0.63178E+47
    0.9500  0.79962E+47  0.75964E+47
    1.0000  0.90280E+47  0.90280E+47
    1.0500  0.10129E+48  0.10635E+48
    1.1000  0.11304E+48  0.12434E+48
    1.1500  0.12505E+48  0.14381E+48
    1.2000  0.13803E+48  0.16564E+48
    1.2500  0.15134E+48  0.18918E+48
    1.3000  0.16529E+48  0.21488E+48
    1.3500  0.17957E+48  0.24241E+48
    1.4000  0.19427E+48  0.27197E+48
    1.4500  0.20922E+48  0.30338E+48
    1.5000  0.22434E+48  0.33651E+48
    1.5500  0.23952E+48  0.37126E+48
    1.6000  0.25474E+48  0.40759E+48
    1.6500  0.26998E+48  0.44547E+48
    1.7000  0.28523E+48  0.48489E+48
    1.7500  0.30048E+48  0.52585E+48
    1.8000  0.31573E+48  0.56831E+48
    1.8500  0.33097E+48  0.61230E+48
    1.9000  0.34621E+48  0.65779E+48
    1.9500  0.36144E+48  0.70480E+48
    2.0000  0.37664E+48  0.75328E+48
    2.0500  0.39183E+48  0.80325E+48
    2.1000  0.40701E+48  0.85472E+48
    2.1500  0.42211E+48  0.90754E+48
    2.2000  0.43715E+48  0.96173E+48
    2.2500  0.45211E+48  0.10173E+49
    2.3000  0.46699E+48  0.10741E+49
    2.3500  0.48182E+48  0.11323E+49
    2.4000  0.49645E+48  0.11915E+49
    2.4500  0.51094E+48  0.12518E+49
    2.5000  0.52537E+48  0.13134E+49
    2.5500  0.53962E+48  0.13760E+49
    2.6000  0.55349E+48  0.14391E+49
    2.6500  0.56729E+48  0.15033E+49
    2.7000  0.58103E+48  0.15688E+49
    2.7500  0.59424E+48  0.16342E+49
    2.8000  0.60731E+48  0.17005E+49
    2.8500  0.62029E+48  0.17678E+49
    2.9000  0.63288E+48  0.18353E+49
    2.9500  0.64505E+48  0.19029E+49
    3.0000  0.65721E+48  0.19716E+49
    3.0500  0.66898E+48  0.20404E+49
    3.1000  0.68046E+48  0.21094E+49
    3.1500  0.69170E+48  0.21789E+49
    3.2000  0.70267E+48  0.22485E+49
    3.2500  0.71334E+48  0.23183E+49
    3.3000  0.72362E+48  0.23879E+49
    3.3500  0.73360E+48  0.24575E+49
