#	Total pair+beta luminosity for neutrinos and antineutrinos
#	Columns for mu/tau flavors should be doubled to account for both flavors
#	Columns 7-10 split the electron flavor into beta and pair processes
#	All mu/tau flavors come from the pair process
#	[1] tau_cc (hr)
#	[2] neutrino energy (MeV)
#	[3] Lnue - electron neutrino luminosity (1/MeV/s)
#	[4] Lnuebar - electron antineutrino luminosity (1/MeV/s)
#	[5] Lnux - mu/tau neutrino luminosity (1/MeV/s)
#	[6] Lnuxbar - mu/tau antineutrino luminosity (1/MeV/s)
#	[7] Lnue Beta - electron neutrino luminosity from beta processes (1/MeV/s)
#	[8] Lnuebar Beta - electron antineutrino luminosity from beta processes (1/MeV/s)
#	[9] Lnue Pair - electron neutrino luminosity from pair processes (1/MeV/s)
#	[10] Lnuebar Pair - electron antineutrino luminosity from pair processes (1/MeV/s)
1.0632e+03	0.00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.0632e+03	0.10	7.17748394e+45	1.12761485e+45	2.27238832e+41	2.29102678e+41	7.17644026e+45	1.12652341e+45	1.04367670e+42	1.09143605e+42
1.0632e+03	0.20	4.06123855e+46	1.89364991e+46	2.95517926e+45	3.15504635e+45	2.88789476e+46	2.08165355e+45	1.17334379e+46	1.68548456e+46
1.0632e+03	0.30	3.70512428e+47	4.74230730e+47	8.09582177e+46	8.71062071e+46	5.61140660e+46	2.29586732e+45	3.14398362e+47	4.71934862e+47
1.0632e+03	0.40	1.71037495e+48	2.24864973e+48	4.02164184e+47	4.26178580e+47	8.02394200e+46	3.16768425e+45	1.63013553e+48	2.24548205e+48
1.0632e+03	0.50	4.03617552e+48	4.90681103e+48	9.26004042e+47	9.63633088e+47	9.77002335e+46	4.12635419e+45	3.93847528e+48	4.90268468e+48
1.0632e+03	0.60	6.33569395e+48	7.07593412e+48	1.40451756e+48	1.43747486e+48	1.09442788e+47	5.18280494e+45	6.22625116e+48	7.07075131e+48
1.0632e+03	0.70	7.70123353e+48	7.98276626e+48	1.65512074e+48	1.67046817e+48	1.18048181e+47	6.31693701e+45	7.58318535e+48	7.97644932e+48
1.0632e+03	0.80	7.91275165e+48	7.71539714e+48	1.65741039e+48	1.65433277e+48	1.25894256e+47	7.40077226e+45	7.78685739e+48	7.70799636e+48
1.0632e+03	0.90	7.23765370e+48	6.71020641e+48	1.48217478e+48	1.46680356e+48	1.41934944e+47	8.36121405e+45	7.09571875e+48	6.70184520e+48
1.0632e+03	1.00	6.09836178e+48	5.43537023e+48	1.22496420e+48	1.20482713e+48	1.56158897e+47	9.16098289e+45	5.94220288e+48	5.42620925e+48
