#	Total pair+beta luminosity for neutrinos and antineutrinos
#	Columns for mu/tau flavors should be doubled to account for both flavors
#	Columns 7-10 split the electron flavor into beta and pair processes
#	All mu/tau flavors come from the pair process
#	[1] tau_cc (hr)
#	[2] neutrino energy (MeV)
#	[3] Lnue - electron neutrino luminosity (1/MeV/s)
#	[4] Lnuebar - electron antineutrino luminosity (1/MeV/s)
#	[5] Lnux - mu/tau neutrino luminosity (1/MeV/s)
#	[6] Lnuxbar - mu/tau antineutrino luminosity (1/MeV/s)
#	[7] Lnue Beta - electron neutrino luminosity from beta processes (1/MeV/s)
#	[8] Lnuebar Beta - electron antineutrino luminosity from beta processes (1/MeV/s)
#	[9] Lnue Pair - electron neutrino luminosity from pair processes (1/MeV/s)
#	[10] Lnuebar Pair - electron antineutrino luminosity from pair processes (1/MeV/s)
1.4425e+04	0.00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1.4425e+04	0.10	3.19536238e+45	2.06194868e+45	1.08825148e+40	1.10911551e+40	3.19531365e+45	2.06189461e+45	4.87316642e+40	5.40778792e+40
1.4425e+04	0.20	1.23588509e+46	5.35610160e+45	1.71732173e+44	2.04400931e+44	1.18974857e+46	4.05762997e+45	4.61365163e+44	1.29847163e+45
1.4425e+04	0.30	3.26031026e+46	3.62658067e+46	4.23401471e+45	5.08270963e+45	2.16812495e+46	3.59693603e+45	1.09218531e+46	3.26688707e+46
1.4425e+04	0.40	8.86910439e+46	1.45409850e+47	1.99346424e+46	2.30571875e+46	2.81229552e+46	4.82945442e+45	6.05680887e+46	1.40580396e+47
1.4425e+04	0.50	1.89916550e+47	2.94038212e+47	4.53940275e+46	5.03608472e+46	2.95445407e+46	6.39607483e+45	1.60372010e+47	2.87642137e+47
1.4425e+04	0.60	3.04928407e+47	4.07610275e+47	7.00878207e+46	7.48130213e+46	2.64896519e+46	8.09266127e+45	2.78438755e+47	3.99517614e+47
1.4425e+04	0.70	3.97907440e+47	4.51410978e+47	8.57246265e+46	8.84007357e+46	2.48483975e+46	9.77911774e+45	3.73059042e+47	4.41631860e+47
1.4425e+04	0.80	4.42905631e+47	4.34149497e+47	8.99762887e+46	9.00983130e+46	2.32060181e+46	1.13231366e+46	4.19699613e+47	4.22826360e+47
1.4425e+04	0.90	4.36995151e+47	3.79463049e+47	8.44717363e+46	8.25990248e+46	2.21598523e+46	1.26142338e+46	4.14835298e+47	3.66848815e+47
1.4425e+04	1.00	3.92843279e+47	3.11269371e+47	7.28901990e+46	7.00282956e+46	2.18357452e+46	1.35954659e+46	3.71007534e+47	2.97673905e+47
1.4425e+04	1.20	2.59463633e+47	1.84350420e+47	4.47405476e+46	4.21368086e+46	2.28652580e+46	1.44704316e+46	2.36598375e+47	1.69879989e+47
1.4425e+04	1.30	1.97504627e+47	1.35754389e+47	3.25715115e+46	3.05405538e+46	2.38408016e+46	1.41319645e+46	1.73663825e+47	1.21622424e+47
1.4425e+04	1.40	1.47169125e+47	9.86498616e+46	2.28578704e+46	2.13976729e+46	2.49304794e+46	1.38274107e+46	1.22238646e+47	8.48224509e+46
1.4425e+04	1.50	1.09231774e+47	7.15529686e+46	1.55512698e+46	1.45547261e+46	2.60346480e+46	1.38913445e+46	8.31971261e+46	5.76616241e+46
1.4425e+04	1.60	8.22784757e+46	5.21694277e+46	1.03211678e+46	9.66890925e+45	2.71573241e+46	1.37617921e+46	5.51211516e+46	3.84076357e+46
1.4425e+04	1.70	6.37558444e+46	3.84662617e+46	6.70639367e+45	6.29095801e+45	2.80275197e+46	1.33830881e+46	3.57283247e+46	2.50831736e+46
1.4425e+04	1.80	5.14958611e+46	2.88520556e+46	4.27522669e+45	4.01824560e+45	2.88018245e+46	1.27429198e+46	2.26940366e+46	1.61091358e+46
1.4425e+04	1.90	4.35724888e+46	2.21140389e+46	2.68450554e+45	2.52823534e+45	2.93757661e+46	1.19215943e+46	1.41967227e+46	1.01924445e+46
1.4425e+04	2.00	3.84563557e+46	1.72935935e+46	1.65916077e+45	1.56648814e+45	2.97230113e+46	1.09348986e+46	8.73334441e+45	6.35869494e+45
1.4425e+04	2.10	3.51079362e+46	1.36954533e+46	1.00858012e+45	9.54724047e+44	2.98250154e+46	9.79254381e+45	5.28292085e+45	3.90290953e+45
1.4425e+04	2.40	2.95718173e+46	6.50049979e+45	2.00586196e+44	1.92014509e+44	2.85435542e+46	5.69187818e+45	1.02826312e+45	8.08621617e+44
