# l    time     Eanu     N     Eamu     Nmu     Enu     Emu
 7650  0.71602E+06    0.444542E+50    0.456290E+50    0.577447E+49    0.532369E+49    0.474714E+50    0.595222E+49    0.833810E+01
 7680  0.71199E+06    0.384937E+50    0.375314E+50    0.536039E+49    0.457379E+49    0.420751E+50    0.557359E+49    0.823430E+01
 7700  0.71059E+06    0.369835E+50    0.340277E+50    0.549547E+49    0.439458E+49    0.410872E+50    0.573676E+49    0.814320E+01
 7750  0.70396E+06    0.360741E+50    0.313448E+50    0.565438E+49    0.433562E+49    0.403925E+50    0.591684E+49    0.799530E+01
 7780  0.68476E+06    0.360590E+50    0.310082E+50    0.569529E+49    0.436753E+49    0.403111E+50    0.595282E+49    0.791920E+01
 7800  0.63196E+06    0.382416E+50    0.326588E+50    0.606441E+49    0.464925E+49    0.426701E+50    0.633294E+49    0.787590E+01
 7850  0.25185E+06    0.913228E+50    0.736203E+50    0.149862E+50    0.110398E+50    0.100908E+51    0.155569E+50    0.782110E+01
 7900  0.11186E+06    0.212595E+51    0.160065E+51    0.363393E+50    0.251180E+50    0.234439E+51    0.376199E+50    0.789120E+01
 7950  0.95143E+05    0.218903E+51    0.163863E+51    0.377351E+50    0.257766E+50    0.243570E+51    0.391879E+50    0.803960E+01
 8000  0.80100E+05    0.250722E+51    0.184974E+51    0.437294E+50    0.292588E+50    0.280985E+51    0.455137E+50    0.818140E+01
 8080  0.62737E+05    0.365279E+51    0.260709E+51    0.650150E+50    0.417144E+50    0.412355E+51    0.678139E+50    0.840180E+01
 8180  0.52751E+05    0.349502E+51    0.264198E+51    0.598414E+50    0.402644E+50    0.390848E+51    0.622921E+50    0.849490E+01
 8280  0.27547E+05    0.294285E+51    0.247148E+51    0.462466E+50    0.344288E+50    0.320873E+51    0.478245E+50    0.857700E+01
 8300  0.20878E+05    0.328122E+51    0.275646E+51    0.514291E+50    0.383220E+50    0.356693E+51    0.531257E+50    0.863100E+01
 8350  0.11010E+05    0.490979E+51    0.401611E+51    0.781572E+50    0.568733E+50    0.531945E+51    0.805958E+50    0.876600E+01
 8380  0.79591E+04    0.656872E+51    0.521975E+51    0.106620E+51    0.755195E+50    0.712034E+51    0.109903E+51    0.884630E+01
 8400  0.66197E+04    0.791698E+51    0.614951E+51    0.130495E+51    0.904254E+50    0.859625E+51    0.134545E+51    0.889860E+01
 8480  0.36801E+04    0.164428E+52    0.117306E+52    0.285412E+51    0.182943E+51    0.179264E+52    0.294189E+51    0.909320E+01
 8500  0.34924E+04    0.151995E+52    0.110126E+52    0.261279E+51    0.170704E+51    0.165061E+52    0.268999E+51    0.906370E+01
 8550  0.18471E+04    0.186942E+52    0.133762E+52    0.321042E+51    0.210350E+51    0.199553E+52    0.328520E+51    0.902610E+01
 8580  0.10005E+04    0.259623E+52    0.178004E+52    0.456151E+51    0.286830E+51    0.277598E+52    0.466772E+51    0.910560E+01
