   0.10000E-03    0.31233E+54    0.80580E+54 0001
   0.60000E-01    0.26788E+54    0.69061E+54 0600
   0.86500E-01    0.22719E+54    0.58882E+54 0865
   0.10500E+00    0.19048E+54    0.49778E+54 1050
   0.11550E+00    0.16561E+54    0.43591E+54 1155
   0.12300E+00    0.14776E+54    0.39085E+54 1230
   0.12750E+00    0.13647E+54    0.36159E+54 1275
   0.13100E+00    0.12720E+54    0.33682E+54 1310
   0.13350E+00    0.12051E+54    0.31853E+54 1335
   0.13520E+00    0.11654E+54    0.30701E+54 1352
   0.13660E+00    0.11401E+54    0.29719E+54 1366
   0.13760E+00    0.11252E+54    0.28921E+54 1376
   0.13840E+00    0.11203E+54    0.28358E+54 1384
   0.13900E+00    0.11260E+54    0.28262E+54 1390
