# l    time     Eanu     N     Eamu     Nmu     Enu     Emu
 5000  0.52755E+07    0.134812E+50    0.151196E+50    0.155754E+49    0.158991E+49    0.141916E+50    0.160048E+49    0.724780E+01
 5040  0.50206E+07    0.106141E+50    0.123903E+50    0.115322E+49    0.122735E+49    0.111069E+50    0.118216E+49    0.727080E+01
 5080  0.49740E+07    0.812899E+49    0.980443E+49    0.832016E+48    0.920407E+48    0.842272E+49    0.849418E+48    0.720910E+01
 5120  0.43265E+07    0.857572E+49    0.104306E+50    0.861792E+48    0.963499E+48    0.884230E+49    0.878279E+48    0.724490E+01
 5160  0.37721E+07    0.112236E+50    0.134719E+50    0.115765E+49    0.127330E+49    0.116306E+50    0.118178E+49    0.734490E+01
 5200  0.33162E+07    0.159197E+50    0.187658E+50    0.169363E+49    0.182480E+49    0.165466E+50    0.173055E+49    0.744430E+01
 5240  0.27677E+07    0.242700E+50    0.279778E+50    0.265905E+49    0.280594E+49    0.251546E+50    0.271029E+49    0.752860E+01
 5280  0.19092E+07    0.332292E+50    0.377888E+50    0.366915E+49    0.383988E+49    0.340095E+50    0.371392E+49    0.751510E+01
 5320  0.11585E+07    0.641607E+50    0.695512E+50    0.754447E+49    0.752920E+49    0.657283E+50    0.763469E+49    0.761630E+01
 5360  0.99568E+06    0.733961E+50    0.785650E+50    0.881136E+49    0.866546E+49    0.756642E+50    0.894373E+49    0.770070E+01
 5400  0.75872E+06    0.533305E+50    0.583521E+50    0.631109E+49    0.630845E+49    0.556516E+50    0.644840E+49    0.774690E+01
 5440  0.59725E+06    0.698014E+50    0.741319E+50    0.861633E+49    0.832799E+49    0.733085E+50    0.882282E+49    0.784070E+01
 5480  0.49542E+06    0.889816E+50    0.922626E+50    0.113394E+50    0.106622E+50    0.939287E+50    0.116306E+50    0.794110E+01
 5520  0.40265E+06    0.112521E+51    0.114041E+51    0.147471E+50    0.135004E+50    0.119269E+51    0.151448E+50    0.804260E+01
 5560  0.35804E+06    0.980122E+50    0.100250E+51    0.127260E+50    0.117227E+50    0.103963E+51    0.130791E+50    0.805730E+01
