  0.7160200E+06   0.4562900E+50   0.4445420E+50 7650
  0.7119900E+06   0.3753140E+50   0.3849370E+50 7680
  0.7105900E+06   0.3402770E+50   0.3698350E+50 7700
  0.7039600E+06   0.3134480E+50   0.3607410E+50 7750
  0.6847600E+06   0.3100820E+50   0.3605900E+50 7780
  0.6319600E+06   0.3265880E+50   0.3824160E+50 7800
  0.2518500E+06   0.7362030E+50   0.9132280E+50 7850
  0.1118600E+06   0.1600650E+51   0.2125950E+51 7900
  0.9514300E+05   0.1638630E+51   0.2189030E+51 7950
  0.8010000E+05   0.1849740E+51   0.2507220E+51 8000
  0.6825700E+05   0.2247190E+51   0.3106380E+51 8050
  0.6273700E+05   0.2607090E+51   0.3652790E+51 8080
  0.5960200E+05   0.2903390E+51   0.4112990E+51 8100
  0.5420600E+05   0.3047340E+51   0.4224970E+51 8150
  0.5275100E+05   0.2641980E+51   0.3495020E+51 8180
  0.5169600E+05   0.2428760E+51   0.3134800E+51 8200
  0.4041800E+05   0.2153070E+51   0.2598740E+51 8250
  0.2754700E+05   0.2471480E+51   0.2942850E+51 8280
  0.2087800E+05   0.2756460E+51   0.3281220E+51 8300
  0.1101000E+05   0.4016110E+51   0.4909790E+51 8350
  0.7959100E+04   0.5219750E+51   0.6568720E+51 8380
  0.6619700E+04   0.6149510E+51   0.7916980E+51 8400
  0.3680100E+04   0.1173060E+52   0.1644280E+52 8480
  0.3492400E+04   0.1101260E+52   0.1519950E+52 8500
  0.1847100E+04   0.1337620E+52   0.1869420E+52 8550
  0.1000500E+04   0.1780040E+52   0.2596230E+52 8580
  0.6899600E+03   0.2118890E+52   0.3173490E+52 8600
  0.2740000E+03   0.5440531E+52   0.9108231E+52 8650
  0.1645600E+03   0.8435100E+52   0.1473821E+53 8680
  0.1212600E+03   0.1080580E+53   0.1927106E+53 8700
  0.9284300E+02   0.1365341E+53   0.2481121E+53 8750
  0.7927300E+02   0.1557114E+53   0.2858025E+53 8780
  0.7093600E+02   0.1698609E+53   0.3138440E+53 8800
  0.5344300E+02   0.2104035E+53   0.3950856E+53 8850
  0.3985000E+02   0.2582578E+53   0.4924077E+53 8900
  0.2954300E+02   0.3135320E+53   0.6050894E+53 8950
  0.2251700E+02   0.3801486E+53   0.7453665E+53 9000
  0.1729900E+02   0.4464084E+53   0.8901767E+53 9050
  0.1314800E+02   0.5254221E+53   0.1062800E+54 9100
  0.9943600E+01   0.6114034E+53   0.1255674E+54 9150
  0.7599300E+01   0.7015410E+53   0.1463481E+54 9200
  0.5787600E+01   0.8099254E+53   0.1719276E+54 9250
  0.4384500E+01   0.9262728E+53   0.2004720E+54 9300
  0.3294700E+01   0.1042924E+54   0.2298391E+54 9350
  0.2446400E+01   0.1166297E+54   0.2618073E+54 9400
  0.1792800E+01   0.1295363E+54   0.2966082E+54 9450
  0.1288800E+01   0.1429268E+54   0.3337912E+54 9500
  0.8994200E+00   0.1534148E+54   0.3653277E+54 9550
  0.5997900E+00   0.1662822E+54   0.4031509E+54 9600
